id,customerId,driverId,rideStatus,rideType,pickupPoint,pickupLat,pickupLong,dropPoint,dropLat,dropLong,initialDistance,initialDuration,finalDistance,finalDuration,payWithNuraCoins,appliedVoucherId,appliedCouponId,rideAssignedLat,rideAssignedLong,initialFare,finalFare,payableAmount,rideStartTime,rideEndTime,rideAssignedTime,initialOdometer,finalOdometer,createdAt,updatedAt,date,time_est,hour,source,dd,dd1,dd2,dd3,dd4,dd5
475,135,5,CANCELLED,RIDE,"Adyar Ananda Bhavan - A2B, Shop No. C, 42, 12th Main Rd, Anna Nagar, AF Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0850132,80.2035556,"Thirumangalam, Thirumangalam, Chennai, Tamil Nadu, India",13.083528,80.1944807,1.579,387,0,0,f,,,13.07986203,80.19405037,49,,,,,45945.43407,,,45945.43391,45945.43418,45945,10:24:50,15,FnF,,,,,,
476,63,17,CANCELLED,RIDE,"Metro Zone, Tnhb N.v Nagar Quarters, 40, Jawaharlal Nehru Salai, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0844867,80.1983271,"Anna Tower, Anna Nagar 3rd Main Rd, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0863404,80.2137736,1.855,411,0,0,f,,,13.07985189,80.19409865,49,,,,,45945.43398,,,45945.43392,45945.43552,45945,10:24:51,15,Metrozone,,,,,,
488,2,12,CANCELLED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,3.234,548,0,0,f,1,,13.07935762,80.19121796,89,,,,,45946.28071,,,45946.2807,45946.28075,45946,06:44:13,12,test,Metrozone,,,,,
489,217,,PENDING,RIDE,"Navin's Dayton Heights, Navin's Dayton Heights, Navin's Dayton Heights, 76, Nelson Manickam Rd, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0713646,80.2225231,"194, Rangarajapuram Main Rd, 194, Rangarajapuram Main Rd, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0510248,80.221844,3.871,885,0,0,f,,,,,89,,,,,,,,45946.28173,45946.28173,45946,06:45:41,12,real,,,,,,
490,124,,PENDING,RIDE,"Diya Salon Men, 119, 40, Bajanai Koil St, Choolaimedu, Chennai, Tamil Nadu 600094, India",13.0610962,80.2251591,"Thousand Lights, Express Estate, Royapettah, Chennai, Tamil Nadu 600014, India",13.0583557,80.2585174,7.265,1266,0,0,f,,,,,145,,,,,,,,45946.28397,45946.28397,45946,06:48:55,12,real,,,,,,
523,256,,DRIVER_NOT_FOUND,RIDE,"5-444, Agathiyar Rd, Block 5, Mogappair East, Chennai, Tamil Nadu 600037, India",13.080967,80.1866134,"CANARA BANK - CHENNAI VILLIVAKKAM-II, NO.12/2, PHASE 1, Sidco Nagar, Villivakkam, Ambattur, Chennai, Tamil Nadu 600049, India",13.1050409,80.2007606,4.998,845,0,0,f,,1,,,107,,,,,,,,45947.31016,45947.31025,45947,07:26:38,12,real,,,,,,
542,260,,PENDING,RIDE,"23, Veeraragahavalu Nagar, Kolathur, Chennai, Tamil Nadu 600066, India",13.1440306,80.2012373,"Sidco Nagar, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1062507,80.2017458,6.045,1078,0,0,f,,,,,126,,,,,,,,45947.59583,45947.59583,45947,14:18:00,19,real,,,,,,
543,260,,PENDING,RIDE,"23, Veeraragahavalu Nagar, Kolathur, Chennai, Tamil Nadu 600066, India",13.1439981,80.2012147,"Anna Nagar, Anna Nagar, Chennai, Tamil Nadu, India",13.0849557,80.2101342,10.276,1571,0,0,f,,,,,178,,,,,,,,45947.59686,45947.59686,45947,14:19:29,19,real,,,,,,
598,218,5,CANCELLED,RIDE,"J11, 6th Ave, J Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.09218079,80.21896108,"Anusha Street, Anusha St, Sathya Sai Nagar, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600040, India",13.079382,80.1909298,6.512,1087,0,0,t,,,13.07987471,80.19413084,126,,,,,45948.37769,,,45948.37718,45948.3829,45948,09:03:09,14,real,,,,,,
614,289,9,CANCELLED,RIDE,"BLOCK-B, SBOA SCHOOL, W Gate Rd, D-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0914037,80.1945801,"Abbas Opticals, No AA-72, 4th Ave, opp. The BoardRoom, AA Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0822845,80.2158489,3.269,639,0,0,f,,1,13.08488078,80.21057814,89,,,,,45948.50949,,,45948.50926,45948.51447,45948,12:13:20,17,real,,,,,,
631,315,,PENDING,RIDE,"7, ThambuSwamy Rd, Pava Puri Colony, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0839115,80.2494507,"ELITE CARDS, 191, NSC Bose Rd, near Olympic cards, opp. Broadway Road, Flower Bazaar, busstand, Chennai, Tamil Nadu 600001, India",13.0885152,80.2837408,5.557,1074,0,0,f,,,,,120,,,,,,,,45949.18749,45949.18749,45949,04:30:00,10,real,,,,,,
645,328,,PENDING,RIDE,"6-5, Dr Ambedkar St, Razaak Garden, Ayyavoo Colony, Ayyavdo Nagar, Chennai, Tamil Nadu 600106, India",13.0729266,80.2161991,"Vivekananda Main Road, Vivekananda Main Road, Ganapathi Nagar, Devi Nagar, Venkateswara Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1261428,80.2003069,8.712,1245,0,0,f,,,,,162,,,,,,,,45949.38482,45949.38482,45949,09:14:08,14,real,,,,,,
661,342,,OUTSIDE_SERVICE_AREA,RIDE,"232, Block 12, Block 11, J J Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0824845,80.1813415,"Chennai Egmore, Gandhi Irwin Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0778704,80.2612511,10.815,1905,0,0,f,,,,,0,,,,,,,,45949.56918,45949.56918,45949,13:39:37,19,real,,,,,,
673,352,,PENDING,RIDE,"170/1, Tnhb, Tiruvalleeswarar Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0832277,80.1933907,"39-374, 39-374, Mohanram Nagar, Mogappair, Chennai, Tamil Nadu 600037, India",13.0849363,80.1791913,2.535,556,0,0,f,,,,,88,,,,,,,,45950.24899,45950.24899,45950,05:58:33,11,real,,,,,,
674,352,,PENDING,RIDE,"170/1, Tnhb, Tiruvalleeswarar Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0832128,80.1934148,"39-374, 39-374, Mohanram Nagar, Mogappair, Chennai, Tamil Nadu 600037, India",13.0849363,80.1791913,2.528,554,0,0,f,,,,,88,,,,,,,,45950.25057,45950.25057,45950,06:00:49,11,real,,,,,,
675,346,18,COMPLETED,RIDE,"170/1, Tnhb, Tiruvalleeswarar Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.083218,80.1934029,"39-374, 39-374, Mohanram Nagar, Mogappair, Chennai, Tamil Nadu 600037, India",13.0849363,80.1791913,2.528,554,3,7,f,,1,13.07976825,80.19432932,88,88,0,45950.26165,45950.26672,45950.2518,5466,5469,45950.25134,45950.26672,45950,06:01:56,11,real,,,,,,
685,316,35,CANCELLED,RIDE,"28/1276, 28/1276, 28/1276, 28th St, Kambar Colony, I Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0952283,80.2030143,"Pulla Avenue, Pulla Ave, Bharathi Puram, Shenoy Nagar, Chennai, Tamil Nadu 600030, India",13.0797473,80.2251376,4.383,788,0,0,f,,,13.07851863,80.1990822,107,,,,,45950.36192,,,45950.36171,45950.36346,45950,08:40:51,14,real,,,,,,
510,167,,PENDING,RIDE,"15/62, 14th St, Block V, V Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0899621,80.21135487,"NSC Bose Rd, Sowcarpet, George Town, Chennai, Tamil Nadu 600079, 37QM+92M, NSC Bose Rd, Rattan Bazaar, George Town, Chennai, Tamil Nadu 600001, India",13.088452,80.2825387,9.525,1935,0,0,f,,,,,173,,,,,,,,45946.67551,45946.67551,45946,16:12:44,21,real,,,,,,
511,167,,PENDING,RIDE,"New No 26/2,Old No 15/2, 14th St, V Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.09001267,80.21124531,"SDAT Dolphin Swimming Academy, Block-8, State Sports Complex, Bharathi Salai, Mogappair West, Mogappair, Chennai, Tamil Nadu 600037, India",13.0804126,80.1709314,6.351,1189,0,0,f,,,,,126,,,,,,,,45946.67599,45946.67599,45946,16:13:25,21,real,,,,,,
463,122,12,CANCELLED,RIDE,"Metrozone S Tower., Metrozone S Tower, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0826331,80.1952264,"Vertexcrest Logistics Private Limited, Ganesh Glades Plot No, 1164, G Block, 6th Ave, P Block, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0925462,80.2078306,3.276,519,0,0,f,,1,13.079568,80.19506961,89,,,,,45945.1583,,,45945.15808,45945.18094,45945,03:47:38,9,Metrozone,Metrozone,,,,,
632,136,10,CANCELLED,RIDE,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,"Kora Food Street, 340, 341, 2nd Ave, G Block, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0852729,80.2069243,1.644,323,0,0,f,,,13.07993554,80.19402891,49,,,,,45949.1927,,,45949.19267,45949.19275,45949,04:37:27,10,test,,,,,,
524,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,45947.32369,45947.32371,45947,07:46:07,13,Metrozone,Metrozone,,,,,
477,3,17,CANCELLED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"Sky Walk, Sky Walk, 1, Nelson Manickam Rd, near Ampa Skyone, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736117,80.2215873,4.875,857,0,0,f,,,13.07985696,80.19411474,107,,,,,45945.43636,,,45945.4363,45945.4364,45945,10:28:16,15,test,Metrozone,,,,,
615,289,9,CANCELLED,RIDE,"BLOCK-B, SBOA SCHOOL, W Gate Rd, D-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0914116,80.1945796,"Abbas Opticals, No AA-72, 4th Ave, opp. The BoardRoom, AA Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0822845,80.2158489,3.27,639,0,0,f,,1,13.08508609,80.2055034,89,,,,,45948.51523,,,45948.515,45948.51541,45948,12:21:36,17,real,,,,,,
525,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,45947.32402,45947.32413,45947,07:46:36,13,Metrozone,Metrozone,,,,,
491,223,5,COMPLETED,RIDE,"52, Gillnagar 2nd St, Kamarajar Nagar, Gill Nagar, Choolaimedu, Chennai, Tamil Nadu 600094, India",13.06493425,80.22480476,"19, 18th St, 19, 18th St, Padi Pudur Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600050, India",13.0811178,80.1884822,7.275,1269,8,29,f,,1,13.07665054,80.23828,145,145,0,45946.32926,45946.35,45946.31923,3887,3895,45946.28968,45946.35,45946,06:57:09,12,FnF,,,,,,
544,187,32,COMPLETED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"Santhosh Super Stores, C-33, 2nd Ave, opposite Santhosh Super Market, A E Block, Block AE, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0848974,80.2058955,1.948,430,3,19,f,,,13.08017127,80.19778401,49,49,49,45947.60954,45947.62274,45947.6049,2731,2734,45947.60486,45947.62291,45947,14:31:00,20,Metrozone,Metrozone,,,,,
556,272,,PENDING,RIDE,"22/7, Srinagar Colony, Saidapet, Chennai, Tamil Nadu 600015, India",13.0137785,80.22999561,"TAISHA - AIS HOUSING COMPLEX, 354Q+F38, 2nd Main Rd, Lakshmi Nagar, West Natesan Nagar, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.0561714,80.1877115,13.127,2171,0,0,f,,,,,268,,,,,,,,45948.10936,45948.10936,45948,02:37:29,8,FnF,,,,,,
526,65,,DRIVER_NOT_FOUND,RIDE,"G12, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.08088008,80.19697744,"20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,9.387,1554,0,0,f,1,,,,173,,,,,,,,45947.32503,45947.32506,45947,07:48:03,13,Metrozone,,,,,,
576,218,9,COMPLETED,RIDE,"123, Shivani St, behind VR Chennai, Sathya Sai Nagar, Padi Kuppam, Koyambedu, Chennai, Tamil Nadu 600040, India",13.07891183,80.19113798,"Vurve Salon | Anna Nagar, 1st Floor, Old No.11, New No.21, Plot No.3558, 6th Ave, J Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0920912,80.2189183,5.366,1091,5,24,f,,2,13.0817428,80.19386262,120,120,96,45948.26902,45948.28617,45948.26242,4434,4439,45948.26235,45948.2864,45948,06:17:47,11,real,,,,,,
599,247,,PENDING,RIDE,"Alandur Court, Ramapuram, Alandur, Chennai, Tamil Nadu 600016, India",12.9974843,80.1933814,"Modern Senior Sec School, 6th St, Lakshmi Nagar IV Stage, AG'S Office Colony, Nanganallur, Chennai, Tamil Nadu 600061, India",12.9740082,80.1855231,4.563,801,0,0,f,,,,,107,,,,,,,,45948.38958,45948.38958,45948,09:21:00,14,real,,,,,,
646,200,,PENDING,RIDE,"15/8, Velu St, 15/8, Velu St, Gokulam Colony, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0407345,80.2224494,"Bask by Coffee?, 11/6, Kasturi Rangan Rd, Kasturi Estate, Teynampet, Chennai, Tamil Nadu 600086, India",13.0426632,80.2562869,5.354,963,0,0,f,,,,,120,,,,,,,,45949.42091,45949.42091,45949,10:06:06,15,real,,,,,,
662,281,,PENDING,RIDE,"3677+WW5, EVR St, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.06475406,80.21483649,"BRIHADHEE, New no-W, 41( Old no-W 124, 3rd Ave, W Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0879396,80.2178246,3.081,670,0,0,f,,,,,89,,,,,,,,45949.5866,45949.5866,45949,14:04:42,19,real,,,,,,
663,281,35,CANCELLED,RIDE,"3677+WW5, EVR St, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0647554,80.2148319,"BRIHADHEE, New no-W, 41( Old no-W 124, 3rd Ave, W Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0879396,80.2178246,3.081,669,0,0,f,,,13.07977839,80.19426495,89,,,,,45949.58736,,,45949.58727,45949.58752,45949,14:05:40,19,real,,,,,,
677,353,,OUTSIDE_SERVICE_AREA,RIDE,"A E Block, A E Block, Block AE, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0836367,80.2066841,"Chennai International Airport, Chennai - Trichy Hwy, Tambaram, Meenambakkam, Chennai, Tamil Nadu 600027, India",12.9939595,80.1706653,15.255,2372,0,0,f,,,,,0,,,,,,,,45950.30598,45950.30598,45950,07:20:37,12,Metrozone,,,,,,
678,353,,PENDING,RIDE,"Anna Nagar, Anna Nagar, Chennai, Tamil Nadu, India",13.0849557,80.2101342,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,3.907,671,0,0,f,,,,,89,,,,,,,,45950.30627,45950.30627,45950,07:21:01,12,Metrozone,Metrozone,,,,,
676,354,18,CANCELLED,RIDE,"88, Ayyavoo Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.07067212,80.21772884,"Joyalukkas Jewellery - Chennai, Prashant Gold Towers, 39, N Usman Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0468509,80.2331433,5.286,976,0,0,f,,,13.07978599,80.19436687,120,,,,,45950.30726,,,45950.30552,45950.3076,45950,07:19:57,12,FnF,,,,,,
679,354,,PENDING,RIDE,"88, Ayyavoo Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.07067217,80.21772889,"J&F India Private Limited, Radiance Towers, 3rd Floor, Old No.110, New No.111, 33 Feet Road, Anna Salai, Guindy, Chennai, Tamil Nadu 600032, India",13.0133289,80.2202772,10.097,1693,0,0,f,,,,,178,,,,,,,,45950.30803,45950.30803,45950,07:23:34,12,FnF,,,,,,
464,187,,PENDING,RIDE,"Baashyaam Crown Residence Tower 2, Poonamallee High Rd, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0760763,80.1945475,"Directorate of Stationery and Printing, 110, Anna Salai, Chintadripet, Chennai, Tamil Nadu 600002, India",13.0656312,80.2664793,9.94,1621,0,0,f,,,,,173,,,,,,,,45945.17375,45945.17375,45945,04:10:12,9,Metrozone,,,,,,
647,332,,PENDING,RIDE,"Koyambedu, Koyambedu, Chennai, Tamil Nadu, India",13.0693568,80.1948314,"Thirumangalam, Thirumangalam, Chennai, Tamil Nadu, India",13.083528,80.1944807,2.793,574,0,0,f,,,,,88,,,,,,,,45949.45099,45949.45099,45949,10:49:25,16,real,,,,,,
512,250,,DRIVER_NOT_FOUND,RIDE,"33-12, Thalaiyari Palaiyam, K. K. Nagar, Chennai, Tamil Nadu 600024, India",13.0500034,80.21810513,"Navin's Dayton Heights, Navin's Dayton Heights, Navin's Dayton Heights, 76, Nelson Manickam Rd, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0713646,80.2225231,3.207,786,0,0,f,,1,,,89,,,,,,,,45946.68199,45946.68211,45946,16:22:04,21,FnF,,,,,,
465,187,10,COMPLETED,RIDE,"Baashyaam Crown Residence Tower 2, Poonamallee High Rd, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0761047,80.1945484,"Directorate of Stationery and Printing, 110, Anna Salai, Chintadripet, Chennai, Tamil Nadu 600002, India",13.0656312,80.2664793,9.942,1622,10,51,f,,1,13.07991273,80.19420058,173,173,0,45945.18878,45945.2246,45945.17475,2405,2415,45945.17424,45945.2246,45945,04:10:55,9,Metrozone,,,,,,
478,231,,PENDING,RIDE,"Ground Floor, Jhaver Plaza, 1, Nungambakkam High Rd, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.05408157,80.24993462,"Prince Galada Gardens, old No.72, PRINCE GALADA GARDEN, E VK Sampath Rd, Sampath Salai, Vepery, Chennai, Tamil Nadu 600007, India",13.0845841,80.2623809,5.463,947,0,0,f,,,,,120,,,,,,,,45945.5224,45945.5224,45945,12:32:16,18,real,,,,,,
664,343,,PENDING,RIDE,"All Nations Chennai Holiness church / All Nations Ministries/All Nations christian council South India, 15D, 41, Ponnan Kinaru St, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1041334,80.2119934,"Pace Prana, Pace Prana, Padikuppam Main Rd, Kamaraj Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0827783,80.1917894,5.213,998,0,0,f,,,,,120,,,,,,,,45949.62702,45949.62702,45949,15:02:55,20,real,,,,,,
680,352,,PENDING,RIDE,"10, EB Office Rd, Everest Colony, Chennai, Tamil Nadu 600037, India",13.0797255,80.1839146,"24, W College Rd, 24, W College Rd, Jagannatha Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0737392,80.2088614,4.993,926,0,0,f,,,,,107,,,,,,,,45950.32869,45950.32869,45950,07:53:18,13,real,,,,,,
527,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,45947.33042,45947.33043,45947,07:55:48,13,Metrozone,Metrozone,,,,,
492,124,17,CANCELLED,RIDE,"Diya Salon Men, 119, 40, Bajanai Koil St, Choolaimedu, Chennai, Tamil Nadu 600094, India",13.0610962,80.2251591,"Thousand Lights, Express Estate, Royapettah, Chennai, Tamil Nadu 600014, India",13.0583557,80.2585174,7.265,1266,0,0,f,,1,13.07431353,80.22215456,145,,,,,45946.29172,,,45946.29166,45946.29191,45946,06:59:59,12,real,,,,,,
545,261,,PENDING,RIDE,"11/7, 9th St, Jagadambal Colony, Othavadi, Mylapore, Chennai, Tamil Nadu 600004, India",13.0446189,80.2730503,"Chittaranjan Road, Chittaranjan Rd, Sri Ram Nagar, Alwarpet, Chennai, Tamil Nadu 600018, India",13.0331166,80.2474429,4.786,921,0,0,f,,,,,107,,,,,,,,45947.61124,45947.61124,45947,14:40:11,20,real,,,,,,
600,245,5,COMPLETED,RIDE,"BLOCK-G, METROZONE TOWERS, Metrozone Driveway, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08133869,80.19411736,"SHRI KUDIL, 4, Sivasakthi Colony, SHRI KUDIL, Agathiyar Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1011249,80.1953894,4.231,731,5,17,f,,,13.08012311,80.19376606,107,107,107,45948.42104,45948.43335,45948.41813,4006,4011,45948.41808,45948.43585,45948,10:02:02,15,Metrozone,Metrozone,,,,,
577,13,35,CANCELLED,RIDE,"35HX+6GQ Cooum River Bridge, Grand Northern Trunk Rd, Anna Nagar West, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0778198,80.1988392,"METROZONE TOWERS, METROZONE TOWERS, Thirumangalam, Chennai, Tamil Nadu 600040, India",13.0814185,80.1951781,0.982,219,0,0,f,,,13.07857693,80.19906074,39,,,,,45948.29112,,,45948.2911,45948.29172,45948,06:59:11,12,test,Metrozone,,,,,
557,65,10,CANCELLED,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"Steril-Gene Life Sciences (P) Ltd, 15, Gopalakrishna Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0417909,80.2393341,10.617,1871,0,0,f,1,,13.07985696,80.1941362,178,,,,,45948.13318,,,45948.13311,45948.44198,45948,03:11:41,8,Metrozone,Metrozone,,,,,
681,352,,PENDING,RIDE,"Indir Grandroum Block-A, Indir Grandroum, EB Office Rd, Golden George Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0796331,80.1839052,"24, W College Rd, 24, W College Rd, Jagannatha Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0737392,80.2088614,4.991,925,0,0,f,,,,,107,,,,,,,,45950.3309,45950.3309,45950,07:56:29,13,real,,,,,,
616,191,,DRIVER_NOT_FOUND,RIDE,"Kinasefitness, 33, Rutland Tower, Shafee Mohammed Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600006, India",13.05968,80.2520394,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,3.792,682,0,0,f,,,,,89,,,,,,,,45948.55913,45948.55916,45948,13:25:09,18,real,,,,,,
633,317,10,COMPLETED,RIDE,"38, Satyasai Nagar Rd, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0799801,80.1940352,"J.j.complex, Shop No :49,1st Floor, JJ Complex, Bridge, near Thirumangalam, Gaingaiammaannagar, Natarajan Nagar, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0864851,80.1983702,1.216,255,0,7,f,,,13.07993554,80.19402891,49,49,49,45949.22341,45949.22857,45949.20892,2764,2764,45949.20874,45949.23871,45949,05:00:36,10,Metrozone,,,,,,
686,360,,DRIVER_NOT_FOUND,RIDE,"Ashok Pillar, Grand Southern Trunk Rd, Zaffarkhanpet, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0348542,80.2121687,"Anna Nagar Tower, Anna Nagar Tower, 6th Main Rd, X Block, Y Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0863829,80.2138098,9.081,1391,0,0,f,,,,,173,,,,,,,,45950.39152,45950.39159,45950,09:23:47,14,FnF,,,,,,
688,212,,DRIVER_NOT_FOUND,RIDE,"Navkar Avenue, Navkar Avenue, 63/2, Periyamedu, Choolai, Chennai, Tamil Nadu 600007, India",13.0894891,80.2686929,"Arihant Industrial & Safety Solutions, 12, Broadway Rd, Manadi Police Colony, George Town, Chennai, Tamil Nadu 600001, India",13.1015391,80.2869706,5.565,903,0,0,f,,2,,,120,,,,,,,,45950.4408,45950.44091,45950,10:34:45,16,real,,,,,,
693,43,,OUTSIDE_SERVICE_AREA,RIDE,"Plot No.1, Sri Renugambal Flats, Abinandan Nagar 2nd Main Road, 1/449, 2nd Main Rd, Vijayalakshmi Nagar, Abhinandan Nagar, Nanmangalam, Chennai, Tamil Nadu 600129, India",12.9402536,80.1746016,"Vallakottai Murugan Temple, Vallakkottai, Oragadam, Tamil Nadu 602118, India",12.8829298,79.9332047,35.227,3577,0,0,f,,,,,0,,,,,,,,45950.50176,45950.50176,45950,12:02:32,17,real,,,,,,
691,62,17,COMPLETED,RIDE,"BLOCK-H, METROZONE TOWERS, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0819199,80.1939602,"12-43, Sathya Nagar, West End Colony, Padi, Chennai, Tamil Nadu 600050, India",13.09027308,80.18175311,2.582,555,3,10,f,,,13.07978346,80.19420594,88,88,88,45950.48814,45950.49527,45950.48303,2928,2931,45950.48283,45950.49542,45950,11:35:16,17,Metrozone,Metrozone,,,,,
710,367,,PENDING,RIDE,"5-2, 3rd St, Venkatesa Nagar Extension-2, Chinmaya Nagar Stage II Extension, Valliammai Nagar, Virugambakkam, Chennai, Tamil Nadu 600092, India",13.0611852,80.1922563,"Sangam Cinemas, 870, Poonamallee High Rd, Near Hindustan Petrol Bunk, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0789613,80.2493535,8.494,1359,0,0,f,,,,,162,,,,,,,,45951.36655,45951.36655,45951,08:47:50,14,real,,,,,,
